ticker,AAPL,MSFT,SPY
AAPL,0.00039398161605758695,0.00025957678136370537,0.00019908500321911166
MSFT,0.00025957678136370537,0.0003314941300340265,0.00018825218080265995
SPY,0.00019908500321911166,0.00018825218080265995,0.00016264126334849906
